Name,Budget,Lease Duration,Furnishing,Smoking/Drinking,Guests Allowed,Daily Routine
Avni_383,15000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Rahul_102,15000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Yash_291,7000,Long-term,Unfurnished,Occasionally,No,Night Owl
Avni_312,10000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Priya_462,5000,Short-term,Unfurnished,No,Yes,Day Scholar
Tanya_339,15000,Long-term,Furnished,Yes,Occasionally,Night Owl
Vivaan_313,15000,Long-term,Furnished,Occasionally,No,Day Scholar
Rohan_355,25000,Short-term,Furnished,Yes,Yes,Day Scholar
Gaurav_19,25000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Vikram_357,12000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Sarita_62,10000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Rajesh_468,7000,Short-term,Unfurnished,No,Yes,Night Owl
Tanya_186,10000,Short-term,Unfurnished,Yes,Yes,Night Owl
Avni_404,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Vikram_61,10000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Divya_214,5000,Long-term,Furnished,No,Yes,Day Scholar
Vikram_332,5000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Manish_122,20000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Manish_352,20000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Neha_82,12000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Divya_96,20000,Long-term,Furnished,Occasionally,No,Day Scholar
Rahul_163,10000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Aditya_256,12000,Short-term,Unfurnished,Yes,No,Day Scholar
Nisha_73,7000,Short-term,Furnished,Yes,Yes,Day Scholar
Aditya_91,15000,Short-term,Semi-furnished,Yes,No,Night Owl
Kavya_423,5000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Priya_82,25000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Vikram_236,20000,Short-term,Furnished,Yes,Occasionally,Night Owl
Aditya_434,20000,Long-term,Furnished,No,No,Day Scholar
Aarav_485,20000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Kavya_91,10000,Long-term,Furnished,Yes,No,Night Owl
Avni_31,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Aniket_102,10000,Short-term,Semi-furnished,No,Yes,Day Scholar
Pooja_102,25000,Long-term,Unfurnished,No,Occasionally,Night Owl
Swati_92,5000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Aditya_61,20000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Avni_35,10000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Rajesh_330,25000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Ishita_116,10000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Rahul_311,15000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Divya_273,20000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Krishna_73,5000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Pallavi_409,10000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Sarita_221,25000,Short-term,Furnished,Occasionally,No,Day Scholar
Bhavya_66,7000,Long-term,Unfurnished,Occasionally,No,Night Owl
Siddharth_12,20000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Vikram_135,12000,Short-term,Unfurnished,Occasionally,No,Night Owl
Priya_493,20000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Kabir_492,12000,Long-term,Unfurnished,No,No,Day Scholar
Rekha_218,25000,Short-term,Furnished,Occasionally,No,Day Scholar
Saanvi_122,5000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Sarita_120,7000,Short-term,Furnished,No,No,Night Owl
Rahul_61,12000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Rajesh_37,5000,Long-term,Furnished,No,Yes,Day Scholar
Sarita_214,25000,Long-term,Unfurnished,No,No,Day Scholar
Nisha_60,12000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Vivaan_225,7000,Short-term,Semi-furnished,Yes,No,Night Owl
Preeti_119,5000,Long-term,Furnished,No,No,Night Owl
Sarita_28,25000,Short-term,Furnished,Yes,No,Night Owl
Rekha_281,25000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Kabir_201,12000,Short-term,Furnished,No,Yes,Night Owl
Rekha_326,12000,Long-term,Furnished,Yes,No,Day Scholar
Nisha_472,5000,Short-term,Furnished,Yes,No,Day Scholar
Saanvi_401,15000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Yash_97,25000,Short-term,Unfurnished,No,Yes,Night Owl
Pooja_402,25000,Long-term,Unfurnished,No,No,Night Owl
Aryan_495,25000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Vihaan_222,20000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Kabir_64,12000,Long-term,Semi-furnished,No,Yes,Day Scholar
Aniket_381,15000,Long-term,Semi-furnished,No,Yes,Night Owl
Rohan_386,10000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Aditya_391,25000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Vihaan_449,7000,Short-term,Furnished,Yes,Occasionally,Night Owl
Rohan_446,7000,Short-term,Furnished,No,Occasionally,Night Owl
Rekha_74,25000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Saanvi_241,15000,Short-term,Unfurnished,No,No,Day Scholar
Aditya_7,10000,Short-term,Unfurnished,Occasionally,No,Night Owl
Riya_25,15000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Ishita_21,7000,Short-term,Furnished,No,No,Night Owl
Saanvi_79,7000,Long-term,Furnished,Yes,Yes,Day Scholar
Simran_191,5000,Short-term,Semi-furnished,Yes,No,Night Owl
Aryan_373,25000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Simran_132,20000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Kavya_342,15000,Long-term,Semi-furnished,Yes,No,Night Owl
Simran_15,7000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Kavya_151,7000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Aanya_126,15000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Ishita_172,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Aanya_407,7000,Long-term,Semi-furnished,Yes,No,Night Owl
Rohan_466,10000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Siddharth_325,15000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Rahul_236,7000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Sarita_224,20000,Long-term,Furnished,No,No,Night Owl
Pallavi_59,5000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Simran_48,7000,Short-term,Unfurnished,No,Yes,Night Owl
Aarav_384,25000,Long-term,Semi-furnished,No,Yes,Night Owl
Bhavya_424,12000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Bhavya_24,15000,Short-term,Semi-furnished,No,No,Night Owl
Avni_138,7000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Simran_191,25000,Short-term,Unfurnished,No,Yes,Night Owl
Riya_56,7000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Aniket_267,7000,Long-term,Unfurnished,Yes,Yes,Night Owl
Swati_203,25000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Ishaan_352,12000,Long-term,Unfurnished,Yes,No,Day Scholar
Ishaan_248,12000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Kabir_209,25000,Long-term,Semi-furnished,Yes,No,Night Owl
Preeti_462,10000,Short-term,Unfurnished,No,No,Night Owl
Vivaan_370,25000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Yash_443,5000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Rekha_186,7000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Vivaan_461,5000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Bhavya_69,7000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Meera_167,25000,Long-term,Furnished,No,No,Day Scholar
Saanvi_151,5000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Gaurav_371,12000,Short-term,Unfurnished,Yes,Yes,Night Owl
Meera_482,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Aryan_363,20000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Ishaan_184,25000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Vihaan_285,5000,Long-term,Furnished,Yes,Yes,Night Owl
Vikram_342,7000,Short-term,Semi-furnished,No,Yes,Day Scholar
Sarita_209,15000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Siddharth_426,5000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Aarav_383,20000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Neha_239,20000,Long-term,Furnished,Yes,Yes,Night Owl
Kabir_373,10000,Short-term,Furnished,Occasionally,No,Night Owl
Avni_259,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Manish_224,10000,Short-term,Furnished,Yes,Yes,Night Owl
Gaurav_96,7000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Preeti_474,20000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Siddharth_22,25000,Short-term,Unfurnished,No,No,Night Owl
Aanya_154,15000,Short-term,Furnished,No,No,Night Owl
Vihaan_407,7000,Long-term,Furnished,No,Occasionally,Day Scholar
Nisha_492,7000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Bhavya_238,20000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Ishita_286,15000,Long-term,Furnished,No,Occasionally,Day Scholar
Bhavya_120,20000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Nisha_333,12000,Long-term,Semi-furnished,Yes,No,Day Scholar
Vihaan_456,15000,Long-term,Unfurnished,Yes,No,Day Scholar
Bhavya_36,15000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Kavya_440,5000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Avni_408,20000,Short-term,Furnished,No,Occasionally,Day Scholar
Yash_144,15000,Long-term,Furnished,No,Occasionally,Night Owl
Vivaan_301,20000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Sneha_10,25000,Long-term,Unfurnished,Yes,Yes,Night Owl
Tanya_312,15000,Long-term,Semi-furnished,Yes,No,Day Scholar
Sarita_235,15000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Riya_362,15000,Long-term,Unfurnished,No,No,Night Owl
Preeti_288,5000,Short-term,Furnished,Yes,No,Night Owl
Nisha_210,10000,Long-term,Unfurnished,No,No,Day Scholar
Manish_481,7000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Aditya_473,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Rajesh_356,10000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Meera_463,12000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Siddharth_60,7000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Aniket_351,7000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Gaurav_468,7000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Sneha_398,7000,Short-term,Furnished,No,Occasionally,Day Scholar
Rekha_126,25000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Aditya_53,7000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Rekha_372,10000,Long-term,Furnished,Yes,Occasionally,Night Owl
Riya_268,7000,Short-term,Furnished,Yes,No,Day Scholar
Vihaan_131,12000,Short-term,Furnished,No,No,Night Owl
Bhavya_401,5000,Long-term,Furnished,No,Yes,Night Owl
Riya_389,7000,Long-term,Unfurnished,Yes,No,Night Owl
Aditya_390,5000,Short-term,Furnished,No,No,Night Owl
Siddharth_421,15000,Short-term,Furnished,Yes,Yes,Day Scholar
Divya_201,7000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Riya_150,5000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Simran_63,15000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Kavya_189,10000,Short-term,Unfurnished,No,No,Night Owl
Priya_280,12000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Aanya_302,12000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Vikram_337,15000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Sneha_264,12000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Pooja_83,12000,Short-term,Unfurnished,No,Occasionally,Night Owl
Aryan_10,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Rohan_111,20000,Short-term,Semi-furnished,No,No,Night Owl
Tanya_30,20000,Short-term,Unfurnished,No,No,Night Owl
Ananya_105,20000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Gaurav_471,12000,Long-term,Furnished,Occasionally,No,Day Scholar
Vihaan_319,12000,Short-term,Furnished,Yes,Yes,Night Owl
Rohan_410,12000,Short-term,Unfurnished,No,No,Day Scholar
Divya_439,5000,Short-term,Unfurnished,No,Yes,Night Owl
Priya_371,25000,Short-term,Unfurnished,Yes,Yes,Night Owl
Rahul_116,10000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Ishita_277,20000,Long-term,Unfurnished,Yes,Yes,Night Owl
Nisha_32,15000,Long-term,Unfurnished,Yes,Yes,Night Owl
Aniket_69,10000,Short-term,Furnished,No,Yes,Day Scholar
Ishaan_473,10000,Long-term,Furnished,Yes,No,Day Scholar
Vikram_249,15000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Aanya_163,12000,Short-term,Unfurnished,Occasionally,No,Night Owl
Vikram_284,25000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Neha_131,7000,Long-term,Furnished,No,No,Night Owl
Pallavi_395,15000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Pooja_6,5000,Long-term,Furnished,Yes,Yes,Day Scholar
Aryan_130,20000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Riya_80,5000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Rajesh_22,10000,Short-term,Unfurnished,Occasionally,No,Night Owl
Riya_179,5000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Yash_1,20000,Long-term,Furnished,Yes,Occasionally,Night Owl
Divya_414,10000,Long-term,Semi-furnished,No,No,Night Owl
Swati_460,12000,Long-term,Furnished,No,Yes,Day Scholar
Swati_284,12000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Vihaan_357,12000,Long-term,Furnished,No,No,Night Owl
Sarita_73,10000,Short-term,Furnished,Occasionally,No,Day Scholar
Saanvi_258,15000,Short-term,Furnished,Yes,Yes,Day Scholar
Simran_285,15000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Sneha_120,7000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Priya_424,10000,Long-term,Furnished,No,No,Day Scholar
Siddharth_224,20000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Rajesh_144,5000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Aniket_413,20000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Neha_32,15000,Short-term,Unfurnished,No,No,Day Scholar
Aniket_297,10000,Long-term,Semi-furnished,No,No,Night Owl
Swati_241,15000,Short-term,Semi-furnished,Yes,No,Night Owl
Tanya_354,25000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Bhavya_304,10000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Rekha_477,15000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Divya_318,7000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Ananya_15,25000,Long-term,Unfurnished,Occasionally,No,Night Owl
Pallavi_287,10000,Short-term,Unfurnished,No,Yes,Day Scholar
Vivaan_198,5000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Vikram_81,10000,Long-term,Semi-furnished,Yes,No,Day Scholar
Neha_125,5000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Riya_288,20000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Priya_221,12000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Meera_367,25000,Long-term,Furnished,Yes,Occasionally,Night Owl
Saanvi_391,20000,Long-term,Semi-furnished,No,No,Night Owl
Rekha_282,7000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Krishna_212,7000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Simran_112,5000,Long-term,Furnished,Yes,No,Day Scholar
Sneha_358,10000,Long-term,Furnished,Occasionally,No,Day Scholar
Neha_293,5000,Short-term,Furnished,No,Yes,Night Owl
Krishna_463,12000,Short-term,Furnished,Occasionally,No,Night Owl
Preeti_333,20000,Long-term,Unfurnished,Occasionally,No,Night Owl
Swati_108,20000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Sarita_416,15000,Short-term,Furnished,Yes,Yes,Day Scholar
Pallavi_224,15000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Vikram_366,25000,Short-term,Furnished,No,Yes,Night Owl
Neha_154,15000,Long-term,Unfurnished,No,Yes,Day Scholar
Divya_195,7000,Long-term,Semi-furnished,Yes,No,Day Scholar
Aniket_128,10000,Short-term,Unfurnished,Yes,No,Night Owl
Riya_138,15000,Short-term,Furnished,No,Occasionally,Day Scholar
Pallavi_290,25000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Simran_250,25000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Ishita_282,7000,Long-term,Unfurnished,No,No,Night Owl
Rahul_71,5000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Avni_406,12000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Kabir_241,20000,Short-term,Unfurnished,No,No,Day Scholar
Vikram_407,5000,Short-term,Furnished,Occasionally,No,Day Scholar
Preeti_209,25000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Ananya_313,12000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Aarav_340,12000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Siddharth_460,7000,Short-term,Furnished,Yes,Yes,Night Owl
Saanvi_22,20000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Yash_492,7000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Neha_77,12000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Pooja_415,7000,Short-term,Furnished,No,Yes,Day Scholar
Bhavya_179,10000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Rajesh_44,20000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Ishita_403,25000,Long-term,Furnished,No,No,Day Scholar
Aryan_96,25000,Long-term,Furnished,Yes,No,Night Owl
Ishaan_441,15000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Bhavya_275,15000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Arjun_359,15000,Short-term,Furnished,Yes,Occasionally,Night Owl
Ishita_121,12000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Rohan_499,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Nisha_274,5000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Yash_358,15000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Meera_151,25000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Siddharth_125,15000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Vivaan_228,15000,Long-term,Furnished,Yes,Yes,Day Scholar
Swati_67,12000,Short-term,Furnished,No,No,Night Owl
Gaurav_404,25000,Long-term,Unfurnished,No,Occasionally,Night Owl
Manish_373,20000,Short-term,Furnished,No,Occasionally,Night Owl
Rekha_63,10000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Aniket_94,25000,Long-term,Unfurnished,No,Yes,Day Scholar
Krishna_45,20000,Short-term,Semi-furnished,Yes,No,Night Owl
Vivaan_248,10000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Ishita_405,20000,Short-term,Unfurnished,No,No,Night Owl
Kavya_395,5000,Long-term,Semi-furnished,Yes,No,Day Scholar
Kavya_361,15000,Long-term,Furnished,Yes,Yes,Night Owl
Sneha_130,15000,Short-term,Semi-furnished,Yes,No,Night Owl
Sarita_372,10000,Short-term,Furnished,No,No,Day Scholar
Divya_283,20000,Long-term,Unfurnished,No,Yes,Night Owl
Kavya_497,25000,Short-term,Furnished,Occasionally,Yes,Night Owl
Vihaan_134,10000,Long-term,Semi-furnished,Yes,No,Day Scholar
Meera_122,7000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Rahul_227,20000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Neha_239,12000,Long-term,Furnished,No,Occasionally,Night Owl
Aniket_158,10000,Long-term,Unfurnished,Yes,No,Night Owl
Siddharth_255,20000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Gaurav_429,7000,Long-term,Semi-furnished,Yes,No,Night Owl
Vihaan_147,20000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Nisha_63,20000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Rekha_215,5000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Yash_224,20000,Short-term,Furnished,Occasionally,No,Day Scholar
Yash_343,15000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Aryan_23,20000,Long-term,Furnished,Occasionally,Yes,Night Owl
Ananya_440,15000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Rajesh_259,15000,Short-term,Semi-furnished,No,No,Day Scholar
Sarita_36,10000,Long-term,Semi-furnished,No,Yes,Night Owl
Ishaan_328,25000,Short-term,Semi-furnished,Yes,No,Day Scholar
Gaurav_77,15000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Rahul_495,5000,Long-term,Furnished,No,Yes,Day Scholar
Avni_53,5000,Long-term,Semi-furnished,Yes,No,Night Owl
Rekha_298,7000,Short-term,Furnished,No,Yes,Day Scholar
Gaurav_289,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Arjun_161,12000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Saanvi_383,20000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Aniket_451,7000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Tanya_418,10000,Long-term,Furnished,Yes,Occasionally,Night Owl
Pooja_155,5000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Aarav_370,7000,Long-term,Semi-furnished,No,Yes,Night Owl
Ishita_250,15000,Long-term,Semi-furnished,No,No,Day Scholar
Rajesh_313,12000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Aarav_183,15000,Long-term,Unfurnished,No,No,Day Scholar
Aditya_247,15000,Short-term,Furnished,No,No,Night Owl
Gaurav_378,5000,Long-term,Furnished,No,No,Night Owl
Rohan_230,10000,Short-term,Furnished,Occasionally,No,Day Scholar
Vihaan_387,10000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Aanya_53,7000,Long-term,Unfurnished,Occasionally,No,Night Owl
Vikram_433,15000,Short-term,Semi-furnished,Yes,No,Day Scholar
Bhavya_122,20000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Aryan_212,10000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Aditya_402,25000,Long-term,Unfurnished,Yes,Yes,Day Scholar
