Name,Age,Occupation,Gender,Location,Room Type,Hostel Availability,Rating
Metro Living Lodge,45,Software Engineer,Other,Ahmedabad,Single,Yes,3
Cozy Nest Residency,33,Freelancer,Female,Bangalore,Single,No,4
Comfort Inn Lodge,34,Doctor,Male,Pune,Shared,No,4
Happy Homes,26,Student,Male,Ahmedabad,Single,No,1
Greenwood PG Residency,27,Freelancer,Male,Delhi,Dormitory,Yes,2
Maple PG Lodge,26,Student,Female,Bangalore,Single,Yes,4
Greenwood PG Inn,38,Freelancer,Other,Hyderabad,Dormitory,Yes,5
Sunrise PG Lodge,27,Student,Other,Chennai,Shared,No,5
Serene Stay Inn,33,Teacher,Female,Pune,Dormitory,Yes,1
City Comforts Inn,34,Artist,Male,Ahmedabad,Single,Yes,3
Pearl Residency Residency,23,Software Engineer,Female,Ahmedabad,Dormitory,No,1
The Urban Nest Lodge,38,Teacher,Male,Bangalore,Single,Yes,2
City Comforts Lodge,22,Doctor,Female,Mumbai,Shared,Yes,4
Blue Sky PG Living,45,Doctor,Male,Mumbai,Dormitory,No,4
Blue Sky PG Inn,23,Freelancer,Other,Ahmedabad,Single,Yes,5
Maple PG Stay,34,Teacher,Female,Mumbai,Dormitory,Yes,3
Sunrise PG Lodge,30,Software Engineer,Female,Kolkata,Single,No,4
Serene Stay Inn,42,Business Owner,Male,Hyderabad,Dormitory,Yes,4
Happy Homes Stay,20,Student,Female,Kolkata,Dormitory,No,3
Elite Stay Residency,21,Software Engineer,Female,Delhi,Dormitory,No,2
Urban Habitat Stay,34,Business Owner,Other,Delhi,Single,Yes,3
Happy Homes Residency,24,Teacher,Female,Ahmedabad,Dormitory,Yes,5
Comfort Inn Stay,38,Doctor,Male,Hyderabad,Dormitory,Yes,2
Smart Stay Inn,34,Student,Male,Ahmedabad,Dormitory,Yes,2
Sunrise PG Inn,22,Freelancer,Male,Mumbai,Dormitory,No,1
City Comforts Lodge,45,Student,Other,Kolkata,Single,Yes,1
Pearl Residency Residency,40,Doctor,Other,Mumbai,Shared,No,3
Harmony Living Lodge,28,Student,Male,Pune,Dormitory,Yes,5
Elite Stay Inn,45,Business Owner,Male,Kolkata,Dormitory,Yes,2
Elite Stay Stay,21,Artist,Male,Chennai,Single,Yes,5
Comfort Inn Residency,21,Teacher,Other,Pune,Single,Yes,4
Infinity PG Stay,39,Software Engineer,Female,Pune,Single,No,4
NestAway PG Lodge,38,Teacher,Female,Ahmedabad,Shared,No,4
Sunrise PG Stay,41,Doctor,Female,Mumbai,Dormitory,Yes,2
Sunrise PG Lodge,21,Teacher,Female,Chennai,Dormitory,No,3
Golden Acres PG Stay,32,Student,Male,Mumbai,Dormitory,No,3
NestAway PG Residency,21,Freelancer,Male,Pune,Dormitory,Yes,3
Maple PG Stay,27,Business Owner,Female,Pune,Dormitory,No,2
Maple PG Living,34,Software Engineer,Other,Bangalore,Dormitory,No,5
City Comforts Stay,42,Artist,Male,Bangalore,Dormitory,Yes,2
Maple PG Residency,38,Teacher,Other,Pune,Single,Yes,4
Skyline PG Living,40,Teacher,Male,Hyderabad,Shared,No,3
Greenwood PG Inn,20,Doctor,Female,Ahmedabad,Single,Yes,1
Smart Stay Inn,44,Business Owner,Male,Kolkata,Single,Yes,4
Sunrise PG Inn,29,Software Engineer,Male,Hyderabad,Single,No,2
Elite Stay Inn,23,Business Owner,Other,Kolkata,Dormitory,Yes,1
City Comforts Lodge,27,Doctor,Male,Pune,Single,No,5
Golden Acres PG Inn,19,Doctor,Female,Hyderabad,Shared,No,3
Infinity PG Lodge,45,Business Owner,Female,Pune,Dormitory,No,2
Skyline PG Lodge,18,Doctor,Other,Mumbai,Single,No,5
Happy Homes Living,37,Doctor,Male,Bangalore,Shared,Yes,5
Metro Living Inn,42,Business Owner,Other,Kolkata,Single,No,1
Blue Sky PG Stay,43,Software Engineer,Female,Bangalore,Shared,No,1
Safe Haven Living,40,Software Engineer,Female,Ahmedabad,Shared,Yes,4
Elite Stay Residency,44,Teacher,Other,Hyderabad,Dormitory,No,1
Harmony Living Stay,39,Artist,Other,Kolkata,Dormitory,Yes,5
Smart Stay Living,20,Freelancer,Other,Chennai,Single,Yes,4
Safe Haven Residency,20,Doctor,Female,Delhi,Shared,No,2
Smart Stay Stay,38,Doctor,Other,Pune,Single,No,4
NestAway PG Stay,39,Freelancer,Female,Bangalore,Single,No,4
Infinity PG Lodge,29,Freelancer,Male,Bangalore,Dormitory,Yes,2
Harmony Living Lodge,22,Student,Female,Kolkata,Single,Yes,1
Infinity PG Stay,29,Artist,Male,Bangalore,Dormitory,Yes,2
Smart Stay Lodge,26,Doctor,Female,Chennai,Single,Yes,4
Elite Stay Living,26,Business Owner,Male,Hyderabad,Shared,No,1
Comfort Inn Lodge,23,Student,Female,Mumbai,Single,No,5
Elite Stay Stay,40,Freelancer,Female,Chennai,Shared,No,5
Comfort Inn Stay,35,Doctor,Male,Kolkata,Shared,Yes,3
Cozy Nest Residency,31,Business Owner,Other,Chennai,Dormitory,Yes,4
City Comforts Residency,43,Software Engineer,Male,Delhi,Single,Yes,5
Happy Homes Inn,45,Student,Male,Pune,Single,Yes,1
The Urban Nest Residency,38,Student,Female,Chennai,Single,Yes,1
Skyline PG Stay,31,Teacher,Male,Pune,Dormitory,No,1
Greenwood PG Stay,34,Software Engineer,Other,Pune,Shared,Yes,2
Smart Stay Stay,28,Freelancer,Male,Ahmedabad,Shared,Yes,2
NestAway PG Residency,30,Student,Other,Delhi,Single,Yes,2
Urban Habitat Living,21,Freelancer,Female,Ahmedabad,Single,Yes,4
Royal Residency Living,26,Freelancer,Female,Mumbai,Shared,No,1
Serene Stay Lodge,22,Student,Female,Bangalore,Shared,Yes,4
Royal Residency Stay,19,Freelancer,Female,Mumbai,Shared,Yes,2
Happy Homes Living,18,Business Owner,Male,Hyderabad,Dormitory,Yes,5
The Urban Nest Living,34,Doctor,Male,Chennai,Single,No,5
City Comforts Stay,25,Software Engineer,Male,Pune,Dormitory,Yes,2
Smart Stay Living,34,Business Owner,Male,Chennai,Shared,No,1
Comfort Inn Lodge,38,Teacher,Other,Delhi,Dormitory,No,2
Happy Homes Stay,19,Doctor,Other,Mumbai,Shared,No,5
Happy Homes Stay,31,Doctor,Male,Chennai,Single,No,3
NestAway PG Stay,23,Teacher,Female,Mumbai,Single,Yes,4
Smart Stay Living,32,Business Owner,Other,Hyderabad,Dormitory,Yes,2
Golden Acres PG Inn,18,Student,Other,Delhi,Dormitory,Yes,5
Comfort Inn Inn,26,Student,Other,Bangalore,Shared,No,1
Harmony Living Lodge,18,Freelancer,Male,Ahmedabad,Shared,No,5
Safe Haven Residency,28,Software Engineer,Female,Hyderabad,Single,No,4
Sunrise PG Residency,19,Artist,Other,Pune,Single,Yes,1
Royal Residency Living,22,Software Engineer,Other,Hyderabad,Shared,Yes,5
Tranquil Residency Inn,38,Teacher,Male,Bangalore,Single,Yes,1
Golden Acres PG Living,29,Doctor,Other,Ahmedabad,Dormitory,Yes,4
Cozy Nest Residency,37,Doctor,Other,Ahmedabad,Dormitory,Yes,3
Happy Homes Living,32,Teacher,Female,Hyderabad,Single,No,4
Happy Homes Stay,21,Freelancer,Male,Mumbai,Shared,No,2
Royal Residency Stay,20,Software Engineer,Other,Pune,Shared,No,5
Smart Stay Lodge,41,Artist,Female,Chennai,Shared,No,1
Pearl Residency Lodge,40,Freelancer,Male,Bangalore,Dormitory,Yes,2
Infinity PG Lodge,36,Business Owner,Male,Bangalore,Shared,No,5
Pearl Residency Inn,33,Software Engineer,Female,Chennai,Single,Yes,1
Cozy Nest Living,30,Software Engineer,Other,Ahmedabad,Shared,No,5
Pearl Residency Lodge,20,Freelancer,Other,Pune,Dormitory,No,3
City Comforts Stay,35,Freelancer,Male,Chennai,Single,Yes,5
Urban Habitat Stay,45,Student,Male,Hyderabad,Shared,No,2
Happy Homes Living,38,Business Owner,Other,Hyderabad,Dormitory,Yes,3
Infinity PG Lodge,45,Artist,Male,Ahmedabad,Dormitory,Yes,4
Maple PG Inn,44,Artist,Other,Chennai,Shared,No,4
Infinity PG Inn,36,Business Owner,Female,Hyderabad,Dormitory,Yes,4
City Comforts Living,45,Freelancer,Female,Ahmedabad,Single,Yes,5
Skyline PG Lodge,23,Software Engineer,Female,Pune,Single,Yes,1
Pearl Residency Stay,35,Student,Female,Hyderabad,Dormitory,No,4
Comfort Inn Residency,28,Student,Other,Kolkata,Single,Yes,5
Maple PG Lodge,45,Student,Male,Kolkata,Shared,No,1
Metro Living Lodge,42,Software Engineer,Female,Kolkata,Shared,No,4
The Urban Nest Lodge,33,Student,Male,Hyderabad,Single,No,3
City Comforts Inn,23,Doctor,Other,Delhi,Shared,Yes,4
Elite Stay Inn,44,Teacher,Female,Hyderabad,Dormitory,No,2
Golden Acres PG Living,20,Freelancer,Male,Hyderabad,Dormitory,No,2
Maple PG Lodge,45,Business Owner,Other,Chennai,Dormitory,Yes,4
Smart Stay Residency,18,Teacher,Other,Chennai,Single,Yes,1
NestAway PG Living,24,Freelancer,Male,Delhi,Dormitory,Yes,1
Serene Stay Lodge,27,Student,Other,Chennai,Dormitory,Yes,5
City Comforts Inn,32,Artist,Other,Kolkata,Dormitory,Yes,4
Cozy Nest Inn,41,Teacher,Other,Mumbai,Dormitory,No,1
Serene Stay Residency,30,Software Engineer,Male,Hyderabad,Single,Yes,5
Maple PG Stay,19,Student,Male,Kolkata,Dormitory,Yes,4
Skyline PG Living,21,Freelancer,Female,Bangalore,Dormitory,No,5
Comfort Inn Inn,27,Student,Other,Kolkata,Single,No,3
Golden Acres PG Living,33,Freelancer,Female,Mumbai,Single,Yes,1
Greenwood PG Inn,40,Software Engineer,Other,Mumbai,Dormitory,Yes,1
Royal Residency Lodge,38,Doctor,Female,Hyderabad,Dormitory,No,1
Infinity PG Living,34,Student,Female,Pune,Single,No,5
Harmony Living Inn,38,Business Owner,Other,Ahmedabad,Dormitory,Yes,3
The Urban Nest Living,33,Doctor,Other,Hyderabad,Dormitory,No,2
Elite Stay Lodge,35,Freelancer,Male,Ahmedabad,Dormitory,Yes,1
Comfort Inn Inn,35,Student,Male,Mumbai,Dormitory,Yes,3
Greenwood PG Residency,28,Doctor,Other,Ahmedabad,Shared,Yes,5
Tranquil Residency Residency,44,Artist,Female,Hyderabad,Dormitory,Yes,5
Sunrise PG Inn,41,Software Engineer,Male,Kolkata,Single,No,3
Sunrise PG Inn,40,Business Owner,Female,Delhi,Dormitory,Yes,1
Lotus Living Inn,44,Software Engineer,Female,Mumbai,Shared,Yes,1
Cozy Nest Stay,41,Freelancer,Female,Hyderabad,Single,Yes,5
Elite Stay Inn,27,Student,Other,Ahmedabad,Shared,Yes,3
The Urban Nest Inn,27,Software Engineer,Male,Ahmedabad,Single,Yes,3
Golden Acres PG Lodge,24,Software Engineer,Male,Hyderabad,Dormitory,No,4
Pearl Residency Lodge,28,Software Engineer,Other,Delhi,Single,No,4
Pearl Residency Lodge,39,Teacher,Female,Kolkata,Dormitory,Yes,4
Golden Acres PG Inn,20,Freelancer,Other,Kolkata,Single,No,3
NestAway PG Residency,25,Teacher,Other,Kolkata,Single,Yes,4
Greenwood PG Inn,29,Teacher,Male,Delhi,Dormitory,Yes,1
Comfort Inn Residency,38,Artist,Male,Chennai,Dormitory,Yes,5
Cozy Nest Living,18,Student,Female,Bangalore,Single,Yes,1
Lotus Living Stay,38,Freelancer,Male,Mumbai,Shared,No,4
Blue Sky PG Inn,28,Student,Female,Bangalore,Single,Yes,4
Smart Stay Residency,45,Business Owner,Female,Bangalore,Shared,Yes,1
Comfort Inn Inn,27,Software Engineer,Female,Bangalore,Dormitory,No,5
Infinity PG Inn,20,Artist,Male,Bangalore,Single,Yes,2
Safe Haven Residency,23,Business Owner,Female,Chennai,Single,Yes,2
Sunrise PG Stay,31,Artist,Other,Ahmedabad,Single,Yes,2
Royal Residency Living,29,Student,Other,Pune,Shared,Yes,5
Safe Haven Inn,43,Doctor,Female,Ahmedabad,Single,No,5
City Comforts Stay,32,Business Owner,Male,Kolkata,Shared,No,1
Harmony Living Residency,18,Business Owner,Other,Delhi,Dormitory,Yes,3
Skyline PG Stay,21,Software Engineer,Male,Pune,Single,Yes,3
Skyline PG Living,30,Doctor,Male,Ahmedabad,Dormitory,No,4
Serene Stay Residency,31,Freelancer,Male,Pune,Shared,No,1
Smart Stay Residency,38,Software Engineer,Other,Pune,Shared,No,3
City Comforts Lodge,34,Freelancer,Male,Kolkata,Dormitory,Yes,3
Pearl Residency Inn,40,Doctor,Other,Ahmedabad,Single,Yes,4
Tranquil Residency Stay,44,Artist,Female,Pune,Single,No,4
Infinity PG Stay,29,Teacher,Female,Bangalore,Shared,Yes,5
Cozy Nest Living,25,Teacher,Female,Delhi,Dormitory,No,5
Sunrise PG Residency,19,Software Engineer,Male,Delhi,Dormitory,No,5
Lotus Living Living,36,Business Owner,Other,Hyderabad,Dormitory,Yes,2
Cozy Nest Lodge,20,Student,Female,Bangalore,Shared,No,1
Cozy Nest Residency,21,Software Engineer,Female,Pune,Shared,No,3
Happy Homes Residency,24,Teacher,Male,Pune,Dormitory,Yes,3
Elite Stay Lodge,18,Artist,Female,Bangalore,Shared,No,5
Pearl Residency Stay,20,Business Owner,Female,Pune,Dormitory,No,5
Elite Stay Lodge,44,Doctor,Male,Ahmedabad,Shared,No,4
Blue Sky PG Living,28,Doctor,Male,Mumbai,Dormitory,Yes,4
Golden Acres PG Residency,33,Business Owner,Other,Mumbai,Shared,Yes,2
Safe Haven Lodge,37,Artist,Male,Chennai,Dormitory,No,2
Infinity PG Residency,45,Software Engineer,Female,Pune,Shared,No,3
Lotus Living Lodge,29,Business Owner,Female,Delhi,Shared,Yes,3
Maple PG Living,32,Freelancer,Female,Mumbai,Shared,Yes,1
Lotus Living Lodge,43,Artist,Male,Kolkata,Single,Yes,4
Lotus Living Residency,41,Teacher,Other,Chennai,Single,Yes,3
Urban Habitat Lodge,37,Freelancer,Other,Kolkata,Shared,Yes,3
Maple PG Lodge,27,Software Engineer,Female,Hyderabad,Shared,No,5
City Comforts Residency,30,Freelancer,Other,Kolkata,Dormitory,Yes,2
Harmony Living Residency,22,Freelancer,Male,Chennai,Shared,Yes,5
Urban Habitat Lodge,31,Artist,Other,Pune,Shared,Yes,2
Urban Habitat Lodge,20,Artist,Other,Hyderabad,Shared,No,3
Safe Haven Residency,27,Freelancer,Female,Kolkata,Single,Yes,4
Urban Habitat Lodge,25,Artist,Other,Ahmedabad,Shared,No,4
Pearl Residency Living,45,Doctor,Other,Ahmedabad,Dormitory,Yes,4
Harmony Living Lodge,25,Business Owner,Female,Pune,Single,No,5
Maple PG Living,19,Artist,Other,Pune,Single,Yes,1
The Urban Nest Inn,24,Freelancer,Female,Mumbai,Single,No,5
Infinity PG Stay,31,Freelancer,Male,Chennai,Shared,Yes,4
Harmony Living Stay,35,Freelancer,Male,Delhi,Shared,Yes,3
Serene Stay Inn,25,Artist,Female,Kolkata,Dormitory,Yes,5
City Comforts Living,18,Student,Male,Bangalore,Single,Yes,2
Infinity PG Living,21,Artist,Other,Bangalore,Single,No,3
Urban Habitat Living,41,Software Engineer,Male,Ahmedabad,Single,Yes,1
Infinity PG Living,19,Software Engineer,Male,Pune,Dormitory,No,5
City Comforts Lodge,34,Freelancer,Male,Pune,Dormitory,Yes,4
Smart Stay Lodge,18,Software Engineer,Male,Chennai,Shared,Yes,5
City Comforts Residency,32,Software Engineer,Other,Hyderabad,Single,No,4
Greenwood PG Stay,27,Freelancer,Female,Ahmedabad,Single,No,3
Serene Stay Living,19,Business Owner,Male,Chennai,Dormitory,Yes,4
Elite Stay Lodge,29,Doctor,Other,Chennai,Single,No,1
Blue Sky PG Living,34,Software Engineer,Female,Bangalore,Dormitory,Yes,1
Golden Acres PG Inn,36,Business Owner,Male,Hyderabad,Single,Yes,3
Safe Haven Stay,18,Software Engineer,Female,Chennai,Dormitory,No,4
Metro Living Residency,36,Software Engineer,Other,Chennai,Single,Yes,2
Maple PG Stay,23,Doctor,Other,Ahmedabad,Single,Yes,2
Harmony Living Inn,21,Business Owner,Female,Bangalore,Single,No,1
Infinity PG Lodge,35,Teacher,Male,Chennai,Shared,Yes,5
Tranquil Residency Inn,39,Freelancer,Male,Mumbai,Single,Yes,4
Blue Sky PG Living,27,Doctor,Other,Ahmedabad,Single,No,4
Lotus Living Residency,43,Artist,Other,Bangalore,Shared,Yes,3
Sunrise PG Residency,38,Business Owner,Female,Hyderabad,Shared,Yes,1
NestAway PG Lodge,19,Software Engineer,Male,Mumbai,Shared,No,5
Tranquil Residency Lodge,31,Software Engineer,Male,Kolkata,Dormitory,Yes,3
Sunrise PG Residency,24,Teacher,Male,Pune,Single,No,1
Safe Haven Lodge,27,Freelancer,Female,Pune,Dormitory,Yes,1
Royal Residency Residency,40,Teacher,Female,Mumbai,Dormitory,Yes,1
Comfort Inn Residency,27,Business Owner,Male,Bangalore,Single,No,2
Sunrise PG Lodge,32,Artist,Male,Delhi,Single,Yes,1
Lotus Living Lodge,30,Doctor,Male,Bangalore,Dormitory,Yes,1
Lotus Living Living,44,Software Engineer,Other,Ahmedabad,Shared,No,4
Pearl Residency Lodge,25,Doctor,Other,Mumbai,Shared,No,5
Infinity PG Living,29,Software Engineer,Male,Kolkata,Single,Yes,5
Blue Sky PG Inn,18,Student,Male,Kolkata,Shared,No,4
City Comforts Living,20,Artist,Female,Kolkata,Shared,Yes,4
Skyline PG Living,45,Artist,Female,Bangalore,Dormitory,Yes,3
Cozy Nest Residency,36,Artist,Male,Chennai,Dormitory,No,2
Greenwood PG Living,44,Student,Male,Mumbai,Dormitory,No,1
Blue Sky PG Stay,33,Business Owner,Female,Delhi,Dormitory,Yes,1
Urban Habitat Residency,35,Artist,Male,Kolkata,Dormitory,Yes,4
The Urban Nest Lodge,29,Freelancer,Other,Mumbai,Dormitory,Yes,1
Infinity PG Residency,35,Software Engineer,Female,Kolkata,Single,Yes,1
Tranquil Residency Lodge,22,Student,Female,Mumbai,Shared,Yes,5
Comfort Inn Stay,33,Student,Male,Mumbai,Single,No,3
Lotus Living Lodge,43,Teacher,Female,Mumbai,Single,No,5
NestAway PG Lodge,39,Freelancer,Male,Pune,Dormitory,No,3
Cozy Nest Living,28,Software Engineer,Female,Mumbai,Dormitory,No,4
Pearl Residency Residency,37,Business Owner,Other,Kolkata,Dormitory,Yes,3
Harmony Living Living,19,Student,Other,Delhi,Single,Yes,2
Sunrise PG Residency,30,Business Owner,Male,Delhi,Shared,No,1
Metro Living Stay,29,Freelancer,Male,Mumbai,Shared,Yes,4
City Comforts Inn,39,Freelancer,Other,Delhi,Shared,No,4
Greenwood PG Living,23,Software Engineer,Male,Bangalore,Dormitory,Yes,1
Harmony Living Living,39,Doctor,Other,Pune,Dormitory,No,4
Cozy Nest Inn,34,Student,Other,Chennai,Single,Yes,4
Greenwood PG Living,25,Doctor,Male,Chennai,Shared,No,5
Happy Homes Living,39,Software Engineer,Other,Kolkata,Single,Yes,5
Metro Living Living,25,Doctor,Male,Hyderabad,Dormitory,Yes,3
Infinity PG Lodge,39,Student,Female,Kolkata,Shared,No,4
Tranquil Residency Residency,21,Doctor,Male,Pune,Dormitory,No,2
The Urban Nest Lodge,18,Artist,Male,Ahmedabad,Single,Yes,1
Skyline PG Lodge,38,Doctor,Other,Bangalore,Single,Yes,1
Lotus Living Living,22,Business Owner,Other,Pune,Dormitory,No,1
NestAway PG Stay,21,Doctor,Other,Bangalore,Single,No,4
Greenwood PG Living,43,Business Owner,Other,Chennai,Dormitory,No,3
Greenwood PG Living,44,Artist,Other,Delhi,Dormitory,No,4
Infinity PG Living,33,Freelancer,Male,Hyderabad,Single,Yes,4
Greenwood PG Inn,23,Artist,Female,Pune,Shared,Yes,3
Royal Residency Stay,29,Doctor,Other,Pune,Single,No,4
Blue Sky PG Lodge,18,Business Owner,Male,Pune,Shared,Yes,4
City Comforts Living,26,Business Owner,Other,Pune,Single,Yes,5
Royal Residency Residency,26,Artist,Female,Chennai,Single,No,3
Maple PG Residency,44,Freelancer,Other,Mumbai,Single,No,2
Sunrise PG Lodge,40,Student,Other,Chennai,Shared,No,4
Blue Sky PG Inn,31,Student,Female,Chennai,Single,Yes,4
Tranquil Residency Inn,20,Artist,Male,Mumbai,Single,No,5
Maple PG Living,44,Software Engineer,Female,Hyderabad,Shared,Yes,4
Pearl Residency Lodge,40,Freelancer,Male,Chennai,Dormitory,Yes,1
Pearl Residency Lodge,41,Freelancer,Female,Mumbai,Dormitory,Yes,2
Smart Stay Living,33,Artist,Other,Pune,Single,Yes,1
Happy Homes Residency,20,Teacher,Female,Bangalore,Single,Yes,1
Skyline PG Living,31,Teacher,Other,Kolkata,Single,Yes,4
Maple PG Lodge,35,Artist,Male,Mumbai,Shared,No,3
Sunrise PG Residency,26,Doctor,Female,Ahmedabad,Dormitory,Yes,1
City Comforts Lodge,27,Software Engineer,Female,Delhi,Dormitory,No,1
Tranquil Residency Lodge,28,Freelancer,Female,Kolkata,Dormitory,Yes,4
Urban Habitat Lodge,27,Business Owner,Male,Delhi,Single,Yes,3
Cozy Nest Residency,32,Student,Male,Kolkata,Shared,No,1
Safe Haven Living,32,Student,Female,Hyderabad,Dormitory,No,5
NestAway PG Stay,35,Freelancer,Other,Ahmedabad,Shared,No,1
Greenwood PG Stay,38,Artist,Other,Bangalore,Single,No,4
Golden Acres PG Inn,19,Business Owner,Other,Bangalore,Shared,No,4
The Urban Nest Residency,37,Teacher,Male,Hyderabad,Shared,No,2
Tranquil Residency Stay,39,Freelancer,Male,Hyderabad,Single,Yes,2
Lotus Living Stay,33,Freelancer,Female,Ahmedabad,Dormitory,No,3
Serene Stay Residency,34,Student,Male,Hyderabad,Shared,Yes,5
Tranquil Residency Lodge,40,Freelancer,Male,Delhi,Dormitory,Yes,5
Tranquil Residency Stay,39,Teacher,Female,Pune,Single,Yes,3
Serene Stay Stay,43,Business Owner,Female,Ahmedabad,Single,No,1
NestAway PG Living,45,Artist,Female,Mumbai,Shared,Yes,3
Greenwood PG Residency,26,Freelancer,Male,Hyderabad,Dormitory,No,3
Happy Homes Inn,18,Student,Female,Ahmedabad,Dormitory,No,3
Happy Homes Residency,35,Teacher,Male,Kolkata,Dormitory,Yes,3
Happy Homes Inn,30,Freelancer,Other,Hyderabad,Single,Yes,2
Lotus Living Lodge,36,Software Engineer,Male,Mumbai,Dormitory,Yes,2
Happy Homes Residency,30,Teacher,Female,Hyderabad,Shared,No,1
Safe Haven Living,22,Artist,Female,Ahmedabad,Single,No,1
Harmony Living Inn,35,Doctor,Female,Hyderabad,Single,No,2
Harmony Living Living,31,Software Engineer,Male,Bangalore,Shared,No,4
Lotus Living Residency,22,Business Owner,Other,Delhi,Dormitory,No,4
Elite Stay Lodge,26,Student,Male,Mumbai,Dormitory,No,4
Royal Residency Inn,32,Business Owner,Female,Hyderabad,Shared,Yes,4
Lotus Living Lodge,34,Doctor,Male,Bangalore,Shared,Yes,4
Comfort Inn Lodge,21,Software Engineer,Male,Ahmedabad,Shared,No,4
Elite Stay Residency,34,Business Owner,Male,Hyderabad,Single,No,3
Harmony Living Residency,29,Freelancer,Other,Mumbai,Shared,No,5
Urban Habitat Living,30,Doctor,Male,Ahmedabad,Dormitory,Yes,2
Sunrise PG Inn,23,Doctor,Female,Pune,Shared,No,2
Serene Stay Lodge,28,Freelancer,Male,Hyderabad,Single,Yes,3
Metro Living Lodge,36,Doctor,Male,Chennai,Dormitory,No,4
Tranquil Residency Residency,43,Teacher,Female,Chennai,Shared,No,4
Cozy Nest Residency,29,Doctor,Female,Bangalore,Dormitory,Yes,3
Maple PG Living,28,Doctor,Female,Bangalore,Single,Yes,5
Elite Stay Inn,42,Student,Other,Ahmedabad,Dormitory,Yes,1
NestAway PG Stay,36,Freelancer,Female,Chennai,Single,No,3
Golden Acres PG Living,23,Student,Male,Hyderabad,Dormitory,Yes,3
City Comforts Inn,38,Student,Male,Bangalore,Shared,No,4
NestAway PG Stay,21,Freelancer,Other,Chennai,Shared,No,5
Skyline PG Residency,42,Artist,Other,Ahmedabad,Single,No,1
Sunrise PG Residency,31,Artist,Male,Bangalore,Single,Yes,4
Harmony Living Residency,36,Artist,Female,Ahmedabad,Shared,Yes,5
NestAway PG Stay,25,Business Owner,Male,Delhi,Shared,No,4
Lotus Living Stay,45,Artist,Male,Pune,Shared,No,4
Maple PG Inn,44,Student,Female,Mumbai,Single,Yes,1
Safe Haven Residency,23,Software Engineer,Male,Chennai,Shared,No,3
Elite Stay Living,18,Teacher,Male,Ahmedabad,Single,No,5
Pearl Residency Stay,33,Doctor,Male,Chennai,Shared,No,3
Lotus Living Stay,32,Teacher,Female,Kolkata,Shared,Yes,5
Lotus Living Residency,25,Student,Other,Pune,Single,Yes,3
Royal Residency Stay,36,Teacher,Female,Delhi,Dormitory,Yes,4
Happy Homes Lodge,36,Business Owner,Female,Mumbai,Dormitory,No,5
Tranquil Residency Stay,28,Freelancer,Male,Pune,Dormitory,Yes,2
Royal Residency Residency,27,Business Owner,Female,Hyderabad,Dormitory,Yes,1
Infinity PG Residency,20,Doctor,Male,Kolkata,Single,Yes,2
NestAway PG Living,19,Artist,Other,Delhi,Single,No,4
Sunrise PG Living,32,Business Owner,Male,Bangalore,Single,No,2
The Urban Nest Living,40,Business Owner,Other,Delhi,Shared,Yes,3
Skyline PG Stay,22,Student,Female,Hyderabad,Single,No,2
